Id,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
518, on 07/24/18 02:56 AM (PDT),Haley ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),"A good, LITTLE reliable car...BUT..."," A good, LITTLE reliable car...BUT...The one (or two-ish) negatives are so obnoxious and dangerous that I want to get rid of it. SO annoying to have to duck in and out, the door opening is lower than an average height woman. I can’t lean my head out the window because the door frame is literally right around eye level, which means majorly dangerous blind spots, but not just there...you can be at a 4 way stop and not see if a car is sitting  to the left or the right stop sign of you unless you physically lean way forward and backward. And don’t even get me started on changing lanes on the freeway; it’s just a good thing I drive like an overly cautious grandma or I would’ve killed someone or myself by now. On the good side, the car is pretty and has been VERY reliable, which is awesome; no problems whatsoever and I’ve driven her daily for 5 years.",3
519, on 02/25/18 09:43 AM (PST),Dean K ,2008 Dodge Avenger Sedan R/T 4dr Sedan (3.5L 6cyl 6A),Ol'Reliable!," Hi, We bought this car new in Dallas off the showroom floor in June of 2008. It was my wife's daily driver up until 2013 when she bought a new Buick LaCrosse. From there I took the car for myself as a daily driver. At 130K miles later this car has been very reliable overall. Yes, like most cars there are some cons but you just learn to live with them. The main cons I see is the cheap hard plastic material used in this model interior. However, in 2011 when Fiat took over the interior got a much-needed upgrade with way better softer materials. The overall layout is good for daily driving where the controls are nicely laid out and user-friendly. One of the big selling points of this model in 2008 besides its new re-design was the heated/cooled lighted cup holders and the glove box cooler. There I was a bit disappointed with these features. The cup holders do not allow the mega-sized cups and the heating/cooling effects are minimal at best. The glove box cooler is a joke as it relies on the AC to cool and the airflow is very minimal. (I now use this compartment for extra storage.)  So basically these features are worthless but were a great marketing tool at the time. The 6-spd transmission shifts smoothly and is very responsive while driving but is not the case when engaging from park to Rev or Drive...very abrupt, and clunky. The ride is fairly comfortable and visibility is good except for the blind spots of the rear pillars and takes some getting used too. I think adding an aftermarket rear camera will greatly help the driver when backing up the car. The gas mileage is decent too. This car does emit higher than normal road noise inside, but the sound system takes care if that dilemma. The Boston Acoustics sound system is decent for a factory sound system. I love the styling of this car both exterior & interior design. This car is considered mid-sized which to me is a perfect size for a daily driver and my wife said its the perfect female sized car.  A lot of folks, (Including critics), are too quick to put the Avenger down in the short term and not giving it a fair chance. With any car, its a machine and parts wear out over time. Too many people think they can just put gas in cars and expect them to last forever and are quick to give negative feedback when something goes wrong. Its all about how you drive and take care of your car will determine it's long range outcome. Great maintenance & TLC goes a long way and my Avenger is proof of that! At 130K miles, it still looks and performs like new. Although it's resale value is poor, which is unfortunate, I would say this car is a good investment for the college student or as daily driver.",4
520, on 08/25/17 08:48 AM (PDT),Zach ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Could be better, Love the exterior look. Interior is very confined with not much leg room. This car likes to eat things up if you happen to drop things. Floor is to high up makes for an uncomfortable sitting experience.  Acceleration is terrible and you feel like the car is literally barely handling the amount of power it takes to drive on a freeway. Fuel economy is also terrible.,3
521, on 06/30/17 18:15 PM (PDT),Bmorg ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Baby charger," The 2.7 after 06 is a great engine very reliable. Hadnt don't first repair just did plug replacement at 100000 miles plugs all look good for the mileage. Only thing I've don't is replace brake pads twice on front and once on the rear and a new set of low profile tires at 41000 miles. Did replace front wheelbearing hubs at 98000 one was roaring just enough to notice took 30 minutes a side at a cost of 80.00 dollars, car is modern blue with the upgraded 18 inch wheels very sharp. I have a friend who has one with 260000 miles and no majors repairs to speak of. I would purchase a dodge again when in need of a vehicle.",5
522, on 10/18/16 05:39 AM (PDT),Ralph j ,2008 Dodge Avenger Sedan R/T 4dr Sedan AWD (3.5L 6cyl 6A),R/T runs great, Take care of routine maintenance promptly.,5
523, on 09/06/16 15:28 PM (PDT),mike ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),I love this car!," Seems like I'm the only person that loves this car. I've got the 2008 sxt 2.7 L V6 in black, just a beautiful car and get compliments all the time, and for some odd reason every time a charger sees my car they try to speed by me or just get ahead of me?I find it pretty funny.I bought this with 80,000 miles on it and owned it for about a year and a half now and the only problem I've had mechanically was I had to replace my battery that's it! And of course changed  my oil twice, other than that it runs great and runs quiet and its pretty fast.Electrically I've had some issues I'm not gonna lie like rolling my window all the way down and it took like a hour to roll back up but just happened once.My passenger window had some issues for about a week but all of a sudden it stopped and works fine now.My car just shut off one time at a red light but started right back up and that only happened once last year, I took it to the dealer and they said the car is in good shape and they saw no problems.But this stuff was happening when I first got it but its been a year and a month without no issues it drives great.Maybe I just had to drive out the kinks?I really don't know but I haven't had any major issues at all, its far from a money pit I've had the car 19 months and only spent 150 dollars on a battery.Now these might be big issues for a lot of people who want a perfect car and just love to complain about everything but an issue with my windows for about a week is just not enough to give a bad review! My car shutting off one time on me? Ok I can see why people would complain but it happened once and never happened again I never made it a big deal the dealer said everything seemed good.The good things now.... The sound system is awesome I got six speakers all together and it sounds really good! love the mini fridge up front, Adjustable seats are great, this car also drives really good nice smooth ride with good handle, great exterior look, the interior is a little cheap but no big deal, still looks nice inside.Now the space in this car is great u have a lot of legroom and space, its very spacious.Not the most perfect car but I'm happy with it just a great car and a lot of fun to ride.You guys want a perfect car good luck on finding one because there's no such thing my friend has BMW and my other friend has a range rover sport those are expensive cars and they have had issues with their cars as well.People just love to complain, guess its just human nature.",4
524, on 11/04/15 20:56 PM (PST),David Smith ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),"400,000 MILES AND GOING STRONG"," I bought this car for my daughter after she got divorced in 2013. The car already had 331,000 miles on it. I knew the owner so I had  a complete history. Except for normal maintenance the only thing he had to do was a transmission solenoid because it was starting to leak.  We have spent some money on it this year: i.e; shocks,struts, tie rods, wheel bearing, brakes, tires, an oil pan and the alternator finally went. Not bad for the mileage and certainly expected. The car gets 90,000 miles out of tires, drives great in the snow and on the highway, She has put over 70,000 miles on it in two years with my granddaughter in a car seat the whole way. It is the original motor and transmission.  The 2.4 in 2008 went to a timing chain so no maintenance there. I work in a shop. I never see these for major repairs. I agree with some people that the interior is a bit cheap looking. Dodge did major improvements on their interiors in 2010. The styling is very attractive on the exterior. Like a mini  08 Charger. That being said I am a pragmatist. Dependability is more important to me. My lowest mileage car has 142,000 and we cover almost every make. It still is my favorite.  At 404,000 miles the car shows no sign of slowing down and believe me, my daughter  is not what you would call an easy driver. My youngest son totaled his car. Guess what I'm looking for now?",1
525, on 08/20/15 22:48 PM (PDT),Aaron Davis ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Great for the price and looks," I have only had the car for a little over 2 months, but I really do love it considering I upgraded from a 2004 Dodge Neon SXT. But sadly enough my neon was smaller yet the avenger yields about the same gas mileage so that's a plus but odd enough my neon was faster than this lug of a car. 2.4L 4cyl engine just isn't enough to haul the weight of the car.. If I was buying this car i'd recommend getting the 2.7L or 3.5L. It doesn't have the performance I was expecting but I like the sleek performance look though and get compliments on it especially since mine has 17' Challenger rims on it. But it is a great family car I would say. Also nice that it has Sirius Radio and the cooler for 4 cans of soda which is pretty neat.",4
526, on 11/26/14 11:07 AM (PST),scle0501 ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Death Trap," I was in a severe accident and hurt very badly - not a single airbag went off. No recalls on the VIN, just a terribly unsafe vehicle.",1
527, on 07/28/14 23:18 PM (PDT),chrisbates ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),amazing. ," So I guess I'm the only person who had no problems with this car. I bought it used at the end of 2009 with 30k miles (it was a company car for its previous owners) the only thing that was wrong was the plastic that covers the spedometer had a crack, that didn't effect visibility. It was just a crack. I drove this car daily and love itI had the SE so only a 4 cylinder. But it was enough to have a quick start and handled great for me. I made plenty of 1000 mile trips and was great. I skidded on ice and smashed into the side wall twice at 80mph and walked away without a problem. This car is amazing and it saved my life. The trunk never leaked and I had no problems at all. I loved this car. ",5
